originalCurrency,originalAmount,USDAmount,date,mcc,accountAmount,accountCurrency,merchantName,merchantCountry,status,declineReason,authCode,type,externalTxId,externalRootTxId,apiTransaction,last4
IDR,67000.0000,4.0700,2025-11-24T01:59:40.573Z,5812,-4.0700,USD,OSTEN COFFEE & ROASTERY H,ID,APPROVED,,VLJPAN,POS_TX,b56daf2a-b0fb-4fe9-a8e4-4cfc1c952148,b56daf2a-b0fb-4fe9-a8e4-4cfc1c952148,"{""id"":""dd401ab9-8bff-32a6-b1c3-a19280b32ccb"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""BADUNG"",""name"":""OSTEN COFFEE & ROASTERY H"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""005002148554   "",""category_code"":""5812""},""auth_code"":""VLJPAN"",""client_data"":null,""posted_date"":""2025-11-24T22:38:23.148Z"",""lifecycle_id"":""123326a2-6006-4078-b9c2-69ac8cca7115"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""532874005663"",""billing_amount"":-4.07,""failure_reason"":null,""transaction_id"":""b56daf2a-b0fb-4fe9-a8e4-4cfc1c952148"",""billing_currency"":""USD"",""transaction_date"":""2025-11-24T01:59:40.573Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-67000,""transaction_currency"":""IDR"",""matched_authorizations"":[""49006dd0-43dd-43d6-bfd2-32d1b76114c1""],""network_transaction_id"":""345328071803030"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""455632""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""b56daf2a-b0fb-4fe9-a8e4-4cfc1c952148"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-11-24T22:38:23+0000""}",4553
IDR,137000.0000,8.3200,2025-11-23T09:25:19.519Z,5814,-8.3200,USD,MADE'S BAKERY UNGASAN M,ID,APPROVED,,RC0J46,POS_TX,4c286475-1916-4dcc-b519-4f83881f6303,4c286475-1916-4dcc-b519-4f83881f6303,"{""id"":""bdb00af9-8f0f-308b-b61f-910ce91bb901"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""BADUNG - BALI"",""name"":""MADE'S BAKERY UNGASAN M"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""100208013459   "",""category_code"":""5814""},""auth_code"":""RC0J46"",""client_data"":null,""posted_date"":""2025-11-24T17:58:23.367Z"",""lifecycle_id"":""b05a7c69-8ddf-4663-a411-b1724e4a9fcf"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""532873208759"",""billing_amount"":-8.32,""failure_reason"":null,""transaction_id"":""4c286475-1916-4dcc-b519-4f83881f6303"",""billing_currency"":""USD"",""transaction_date"":""2025-11-23T09:25:19.519Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-137000,""transaction_currency"":""IDR"",""matched_authorizations"":[""fc3d961f-7099-4dad-bdce-4410066835b0""],""network_transaction_id"":""585327339197494"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""410504""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""4c286475-1916-4dcc-b519-4f83881f6303"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-11-24T17:58:23+0000""}",4553
IDR,90000.0000,5.4700,2025-11-23T05:41:41.676Z,5812,-5.4700,USD,SBUX KINTAMANI BALI SCAV,ID,APPROVED,,LGC918,POS_TX,54c6c17d-1412-487b-9baa-db511613a0b2,54c6c17d-1412-487b-9baa-db511613a0b2,"{""id"":""044d2a77-130b-3b78-a6aa-a20dcb7c34ae"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""BANGLI"",""name"":""SBUX KINTAMANI BALI SCAV"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""005001924777   "",""category_code"":""5812""},""auth_code"":""LGC918"",""client_data"":null,""posted_date"":""2025-11-23T22:34:23.359Z"",""lifecycle_id"":""285270c7-7ae0-4d8c-91c0-0ac3df890a3e"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""532779005040"",""billing_amount"":-5.47,""failure_reason"":null,""transaction_id"":""54c6c17d-1412-487b-9baa-db511613a0b2"",""billing_currency"":""USD"",""transaction_date"":""2025-11-23T05:41:41.676Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-90000,""transaction_currency"":""IDR"",""matched_authorizations"":[""e0d076df-ebb2-4d9f-affa-f039e1a52793""],""network_transaction_id"":""305327205018076"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""455632""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""54c6c17d-1412-487b-9baa-db511613a0b2"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-11-23T22:34:23+0000""}",4553
IDR,146000.0000,8.8700,2025-11-23T04:09:34.939Z,5812,-8.8700,USD,PAPERHILLS,ID,APPROVED,,T8CYXO,POS_TX,d51e3d2c-2e04-47ed-9ca0-2a0d441dbf24,d51e3d2c-2e04-47ed-9ca0-2a0d441dbf24,"{""id"":""ec13754e-b05b-38a6-94a8-6c39acb4dbb4"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""BANGLI"",""name"":""PAPERHILLS"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""005001259607   "",""category_code"":""5812""},""auth_code"":""T8CYXO"",""client_data"":null,""posted_date"":""2025-11-23T22:34:23.352Z"",""lifecycle_id"":""6213d4be-5ad9-4e72-b099-3ee08228dce3"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""532773005762"",""billing_amount"":-8.87,""failure_reason"":null,""transaction_id"":""d51e3d2c-2e04-47ed-9ca0-2a0d441dbf24"",""billing_currency"":""USD"",""transaction_date"":""2025-11-23T04:09:34.939Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-146000,""transaction_currency"":""IDR"",""matched_authorizations"":[""d2b60a25-bbd5-4a41-bfd6-8b6b5bb8a958""],""network_transaction_id"":""385327149747585"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""455632""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""d51e3d2c-2e04-47ed-9ca0-2a0d441dbf24"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-11-23T22:34:23+0000""}",4553
IDR,215000.0000,13.0400,2025-11-21T12:00:09.960Z,5993,-13.0400,USD,VAPE SPOT UNGASAN,ID,APPROVED,,4L1E19,POS_TX,99b02c33-fec7-4705-b84a-5413085037f5,99b02c33-fec7-4705-b84a-5413085037f5,"{""id"":""372a5913-aad7-386b-9f76-a9dfa9b3f42a"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""BADUNG"",""name"":""VAPE SPOT UNGASAN"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""005004174459   "",""category_code"":""5993""},""auth_code"":""4L1E19"",""client_data"":null,""posted_date"":""2025-11-21T22:18:23.438Z"",""lifecycle_id"":""4f59be9b-adbb-4b71-ba0a-46bdf41cc77d"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""532573005094"",""billing_amount"":-13.04,""failure_reason"":null,""transaction_id"":""99b02c33-fec7-4705-b84a-5413085037f5"",""billing_currency"":""USD"",""transaction_date"":""2025-11-21T12:00:09.960Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-215000,""transaction_currency"":""IDR"",""matched_authorizations"":[""d0152d70-4d42-4b60-9533-c63a07273243""],""network_transaction_id"":""305325432094673"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""455632""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""99b02c33-fec7-4705-b84a-5413085037f5"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-11-21T22:18:23+0000""}",4553
IDR,150500.0000,9.1400,2025-11-21T11:56:17.210Z,5812,-9.1400,USD,TARABELLE DONUTS AND EATS,ID,APPROVED,,2HDENI,POS_TX,0f3bd2b5-9b7c-4496-99e5-6aa7aaeb4647,0f3bd2b5-9b7c-4496-99e5-6aa7aaeb4647,"{""id"":""5adcac7b-8847-3564-bece-4b8565a16133"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""BADUNG"",""name"":""TARABELLE DONUTS AND EATS"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""005001424628   "",""category_code"":""5812""},""auth_code"":""2HDENI"",""client_data"":null,""posted_date"":""2025-11-21T22:18:23.687Z"",""lifecycle_id"":""d79faf8f-2075-4208-a38e-c36d30282d16"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""532572005730"",""billing_amount"":-9.14,""failure_reason"":null,""transaction_id"":""0f3bd2b5-9b7c-4496-99e5-6aa7aaeb4647"",""billing_currency"":""USD"",""transaction_date"":""2025-11-21T11:56:17.210Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-150500,""transaction_currency"":""IDR"",""matched_authorizations"":[""3c0213cb-ed06-4a31-96b3-ed5ed0ed10b4""],""network_transaction_id"":""355325429770405"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""455632""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""0f3bd2b5-9b7c-4496-99e5-6aa7aaeb4647"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-11-21T22:18:23+0000""}",4553
IDR,155000.0000,9.4000,2025-11-21T07:31:46.064Z,5812,-9.4000,USD,MY BERRY CAFE UNGASAN HO,ID,APPROVED,,6B1ZSS,POS_TX,24826c49-f9a5-4bad-a179-df6325a7ed13,24826c49-f9a5-4bad-a179-df6325a7ed13,"{""id"":""37ea6085-6b6a-3b10-8f5c-cd114453c09e"",""data"":{""status"":""APPROVED"",""card_id"":""06d1cfb4-a3b7-413a-99b8-8f4d774525ef"",""merchant"":{""city"":""BADUNG"",""name"":""MY BERRY CAFE UNGASAN HO"",""state"":null,""country"":""IDN"",""postcode"":null,""identifier"":""005003124420   "",""category_code"":""5812""},""auth_code"":""6B1ZSS"",""client_data"":null,""posted_date"":""2025-11-21T22:18:23.352Z"",""lifecycle_id"":""d1cc1ee8-7be9-465d-9d5a-837468704d6e"",""risk_details"":{""risk_factors"":[],""risk_actions_performed"":[],""three_d_secure_outcome"":""NOT_APPLICABLE""},""card_nickname"":"""",""retrieval_ref"":""532573005029"",""billing_amount"":-9.4,""failure_reason"":null,""transaction_id"":""24826c49-f9a5-4bad-a179-df6325a7ed13"",""billing_currency"":""USD"",""transaction_date"":""2025-11-21T07:31:46.064Z"",""transaction_type"":""CLEARING"",""masked_card_number"":""************4553"",""transaction_amount"":-155000,""transaction_currency"":""IDR"",""matched_authorizations"":[""6408d867-c650-4a49-a446-8f2e5cec3904""],""network_transaction_id"":""385325271054329"",""digital_wallet_token_id"":""e6793038-503a-4839-b1a8-718cf2310efd"",""acquiring_institution_identifier"":""455632""},""name"":""issuing.transaction.succeeded"",""version"":""2022-11-11"",""source_id"":""24826c49-f9a5-4bad-a179-df6325a7ed13"",""account_id"":""acct_842SAxN3PSC_XLMs3G9fmA"",""created_at"":""2025-11-21T22:18:23+0000""}",4553
GBP,100.0000,130.0400,2025-11-20T13:50:43.448Z,,130.0400,USD,Deel Balance,,APPROVED,,,DEPOSIT,,,,
USD,3500.1500,3500.1500,2025-01-15T23:30:06.656Z,,,,Deel Balance,,APPROVED,,,WITHDRAWAL,,,,
USD,1500.0000,1500.0000,2024-07-24T06:13:05.064Z,,,,Deel Balance,,APPROVED,,,WITHDRAWAL,,,,
USD,1534.0000,1534.0000,2024-07-23T13:28:37.234Z,,,,Deel Balance,,APPROVED,,,WITHDRAWAL,,,,
USD,12.9500,0.0000,2024-06-29T00:40:48.677Z,,,,WALMART+ MEMBERSHIP,,DECLINED,blocked card,,POS_TX,,,,2090
USD,12.9500,0.0000,2024-06-22T01:48:30.620Z,,,,WALMART+ MEMBERSHIP,,DECLINED,blocked card,,POS_TX,,,,2090
USD,12.9500,0.0000,2024-06-15T03:21:10.594Z,,,,WALMART+ MEMBERSHIP,,DECLINED,blocked card,,POS_TX,,,,2090
USD,12.9500,0.0000,2024-06-08T19:03:13.108Z,,,,WALMART+ MEMBERSHIP,,DECLINED,blocked card,,POS_TX,,,,2090
USD,0.0000,0.0000,2024-06-05T19:32:10.522Z,,,,WALMART+ MEMBERSHIP,,DECLINED,blocked card,,POS_TX,,,,2090
USD,0.0000,0.0000,2024-05-29T19:21:25.487Z,,,,WALMART+ MEMBERSHIP,,DECLINED,blocked card,,POS_TX,,,,2090
SGD,238.0100,176.2940,2024-05-16T00:00:00.000Z,5411,,,HARVEYS #1690,US,APPROVED,,,REFUND,,,,2090
EUR,7.9900,0.0000,2024-04-11T13:08:58.081Z,,,,NETFLIX.COM,,DECLINED,blocked card,,POS_TX,,,,2090
EUR,7.9900,0.0000,2024-04-11T02:48:50.989Z,,,,Netflix.com,,DECLINED,blocked card,,POS_TX,,,,2090
USD,12.9500,0.0000,2024-04-08T19:13:56.993Z,,,,WMT PLUS Apr 2024,,DECLINED,blocked card,,POS_TX,,,,2090
USD,0.0000,0.0000,2024-03-29T19:06:16.763Z,,,,WALMART+ MEMBERSHIP,,DECLINED,blocked card,,POS_TX,,,,2090
USD,221.4500,221.4500,2024-03-13T15:13:18.000Z,5691,,,SP SKIMS,US,APPROVED,,,REFUND,,,,2090
EUR,7.9900,8.9600,2024-03-11T06:02:36.000Z,4899,,,NETFLIX.COM,NL,APPROVED,,,POS_TX,,,,2090
USD,1.0000,1.0000,2024-03-10T22:17:31.000Z,5812,,,GRUBHUB,US,APPROVED,,,REFUND,,,,2090
USD,1.0000,1.0000,2024-03-10T22:17:27.000Z,5812,,,GRUBHUB,US,APPROVED,,,POS_TX,,,,2090
USD,196.8200,178.3100,2024-03-10T22:06:54.000Z,5411,,,HARVEYS #1690,US,APPROVED,,,POS_TX,,,,2090
USD,122.7100,122.7100,2024-03-10T19:17:23.000Z,5947,,,PERSONALIZATION MALL,US,APPROVED,,,REFUND,,,,2090
USD,421.3600,421.3600,2024-03-10T18:36:06.000Z,5712,,,WF *WAYFAIR4233105222,US,APPROVED,,,REFUND,,,,2090
USD,421.3600,421.3600,2024-03-10T18:22:24.000Z,5712,,,WF *WAYFAIR4233105222,US,APPROVED,,,POS_TX,,,,2090
USD,221.4500,221.4500,2024-03-10T18:14:39.000Z,5691,,,SP SKIMS,US,APPROVED,,,POS_TX,,,,2090
USD,213.5300,213.5300,2024-03-10T18:04:03.000Z,5310,,,WALMART.COM 8009666546,US,APPROVED,,,REFUND,,,,2090
USD,122.7100,122.7100,2024-03-10T17:59:31.000Z,5947,,,PERSONALIZATION MALL,US,APPROVED,,,POS_TX,,,,2090
USD,213.5300,213.5300,2024-03-10T17:53:08.000Z,5310,,,WALMART.COM 8009666546,US,APPROVED,,,POS_TX,,,,2090
USD,0.0000,0.0000,2024-03-10T00:00:00.000Z,5310,,,WALMART.COM 8009666546,US,APPROVED,,,POS_TX,,,,2090
USD,0.0000,0.0000,2024-03-10T00:00:00.000Z,5942,,,AMAZON.COM,US,APPROVED,,,POS_TX,,,,2090
USD,275.4600,275.4600,2023-11-21T13:36:40.000Z,4722,,,Traveloka3DS*108880159,SG,APPROVED,,,POS_TX,,,,2090
GBP,1500.0000,1854.1300,2023-11-17T11:28:18.562Z,,,,Deel Balance,,APPROVED,,,DEPOSIT,,,,
USD,129.0800,129.0800,2023-10-20T14:49:25.000Z,4722,,,AIRBNB * HMYFPMMNJR,GB,APPROVED,,,POS_TX,,,,2090
USD,113.5600,113.5600,2023-10-17T10:12:44.000Z,4722,,,AIRBNB * HMSRSD4NYB,GB,APPROVED,,,POS_TX,,,,2090
USD,471.3000,471.3000,2023-10-13T10:33:13.000Z,4722,,,AIRBNB * HMJA5ZERZD,GB,APPROVED,,,POS_TX,,,,2090
USD,126.5100,126.5100,2023-10-13T10:30:40.000Z,4722,,,AIRBNB * HMBHBP3SF4,GB,APPROVED,,,POS_TX,,,,2090
USD,0.0000,0.0000,2023-10-13T00:00:00.000Z,4722,,,AIRBNB INC,US,APPROVED,,,POS_TX,,,,2090
USD,183.7700,183.7700,2023-10-12T15:45:03.000Z,4722,,,AIRBNB * HMD2E3DZP8,GB,APPROVED,,,POS_TX,,,,2090
GBP,725.0000,923.2700,2023-06-19T06:56:57.091Z,,,,Deel Balance,,APPROVED,,,DEPOSIT,,,,
TRY,354.6900,18.7355,2023-04-15T05:25:59.000Z,4722,,,AIRBNB * HMYZJ2FRZH,GB,APPROVED,,,POS_TX,,,,2090
TRY,4152.7000,224.3288,2023-03-18T15:16:12.000Z,4722,,,AIRBNB * HMHJHMBKZQ,GB,APPROVED,,,POS_TX,,,,2090
IDR,4000174.0000,264.0628,2023-03-10T10:10:20.000Z,4722,,,AGODA.COM THE KIRANA,HK,APPROVED,,,POS_TX,,,,2090
TRY,2764.9800,149.7221,2023-03-09T16:29:24.000Z,4722,,,AIRBNB * HMY82X5449,GB,APPROVED,,,POS_TX,,,,2090
IDR,500000.0000,33.2287,2023-03-05T05:42:07.000Z,7929,,,LPC#3329608#BALI,DE,APPROVED,,,POS_TX,,,,2090
IDR,1389142.0000,92.6355,2023-02-28T03:35:39.000Z,4722,,,AGODA.COM KHAIYYARA,HK,APPROVED,,,POS_TX,,,,2090
IDR,2962080.0000,197.1319,2023-02-28T03:31:01.000Z,7011,,,Hotel at Booking.com,NL,APPROVED,,,POS_TX,,,,2090
USD,0.0000,0.0000,2023-02-27T09:43:25.966Z,,,,exchange fee,,APPROVED,,,FEE,,,,2090
USD,0.0000,0.0000,2023-02-27T09:43:25.966Z,,,,exchange fee,,APPROVED,,,FEE,,,,2090
GBP,3000.0000,3566.9700,2023-02-27T09:43:25.966Z,,,,Deel Balance,,APPROVED,,,DEPOSIT,,,,
IDR,1743659.0000,116.6556,2023-02-10T10:07:37.000Z,4722,,,AGODA.COM NESA SANUR,HK,APPROVED,,,POS_TX,,,,2090
IDR,2992500.0000,200.2056,2023-02-09T04:35:58.000Z,4722,,,AGODA.COM AMED SANTO,HK,APPROVED,,,POS_TX,,,,2090
GBP,90.0000,110.0700,2023-02-07T13:52:18.000Z,5817,,,Wix.com 1039111019,GB,APPROVED,,,REFUND,,,,2090
GBP,90.0000,111.1707,2023-02-06T14:32:17.000Z,5817,,,Wix.com 1039111019,GB,APPROVED,,,POS_TX,,,,2090
RUB,1.0000,0.0200,2023-02-06T13:09:29.000Z,7399,,,GOOGLE *TEMPORARY HOLD,GB,APPROVED,,,REFUND,,,,2090
RUB,1.0000,0.0200,2023-02-06T13:09:26.000Z,7399,,,GOOGLE *TEMPORARY HOLD,GB,APPROVED,,,POS_TX,,,,2090
RUB,1.0000,0.0200,2023-02-06T06:25:09.000Z,7399,,,GOOGLE *TEMPORARY HOLD,GB,APPROVED,,,REFUND,,,,2090
RUB,1.0000,0.0200,2023-02-06T06:25:08.000Z,7399,,,GOOGLE *TEMPORARY HOLD,GB,APPROVED,,,POS_TX,,,,2090
TRY,1741.4000,94.6070,2023-01-30T11:39:22.000Z,4722,,,AIRBNB * HMCBDW8Y5J,GB,APPROVED,,,POS_TX,,,,2090
TRY,4611.8400,250.5118,2023-01-24T05:58:01.000Z,4722,,,AIRBNB * HMTTYAW53J,GB,APPROVED,,,POS_TX,,,,2090
SGD,497.9400,381.3919,2023-01-17T07:31:51.000Z,4722,,,AGODA.COM BLU PINE V,HK,APPROVED,,,POS_TX,,,,2090
GBP,2000.0000,2410.3100,2023-01-10T13:51:36.105Z,,,,Deel Balance,,APPROVED,,,DEPOSIT,,,,
USD,363.7200,363.7200,2022-12-28T11:36:28.000Z,4722,,,AIRBNB * HMC42PECWM,GB,APPROVED,,,POS_TX,,,,2090
AED,99.0000,27.3002,2022-11-26T14:35:13.000Z,4814,,,DU QUICK RECHARGE,AE,APPROVED,,,POS_TX,,,,2090
USD,487.9100,487.9100,2022-11-14T12:40:28.000Z,4511,,,flydubai,AE,APPROVED,,,POS_TX,,,,2090
GBP,1500.0000,1755.0500,2022-11-14T12:38:32.410Z,,,,Deel Balance,,APPROVED,,,DEPOSIT,,,,
USD,487.9100,0.0000,2022-11-14T12:37:02.713Z,4511,,,flydubai,ARE,DECLINED,wrong CVV,,POS_TX,,,,2090
TRY,17050.6600,952.1256,2022-11-14T12:36:13.000Z,4722,,,AIRBNB * HM4NQFQECK,GB,APPROVED,,,POS_TX,,,,2090
TRY,26726.5000,1492.4309,2022-11-14T12:04:13.000Z,4722,,,AIRBNB * HMYQYJY8SM,GB,APPROVED,,,POS_TX,,,,2090
GBP,1000.0000,1168.8300,2022-11-11T14:26:49.368Z,,,,Deel Balance,,APPROVED,,,DEPOSIT,,,,
GBP,500.0000,563.1200,2022-10-25T10:25:20.694Z,,,,Deel Balance,,APPROVED,,,DEPOSIT,,,,
TRY,7396.3100,408.8436,2022-10-15T18:30:29.000Z,4722,,,AIRBNB * HM4TNMMM4S,GB,APPROVED,,,POS_TX,,,,2090
GBP,1000.0000,1099.8100,2022-10-10T13:21:11.182Z,,,,Deel Balance,,APPROVED,,,DEPOSIT,,,,
TRY,5803.7800,318.0475,2022-10-07T10:42:56.000Z,4722,,,AIRBNB * HMJ49NAT9Z,GB,APPROVED,,,POS_TX,,,,2090
TRY,1966.4800,108.7660,2022-09-30T13:17:36.000Z,4722,,,AIRBNB * HMTPFBZXSD,GB,APPROVED,,,POS_TX,,,,2090
USD,5.0000,5.0000,2022-08-11T15:54:20.269Z,,,,Deel Inc. - New Card Fee,,APPROVED,,,FEE,,,,2090
GBP,570.0000,692.6800,2022-08-11T15:54:20.269Z,,,,Deel Balance,,APPROVED,,,DEPOSIT,,,,
